drug	organism	mg_per_L	count
Amikacin	Enterobacter amnigenus	0.125	0
Amikacin	Enterobacter asburiae	0.125	0
Amikacin	Enterobacter cloacae	0.125	9
Amikacin	Enterobacter sakazakii	0.125	0
Amikacin	Enterococcus faecalis	0.125	0
Amikacin	Enterococcus faecium	0.125	0
Amikacin	Escherichia coli	0.125	1
Amikacin	Escherichia coli ATCC 25922	0.125	0
Amikacin	Escherichia coli NCTC 13846	0.125	0
Amikacin	Haemophilus influenzae	0.125	0
Amikacin	Klebsiella aerogenes	0.125	0
Amikacin	Klebsiella oxytoca	0.125	1
Amikacin	Klebsiella ozaenae	0.125	0
Amikacin	Klebsiella pneumoniae	0.125	0
Amikacin	Lactobacillus reuteri	0.125	0
Amikacin	Morganella morganii	0.125	0
Amikacin	Mycobacterium abscessus	0.125	0
Amikacin	Mycobacterium avium	0.125	0
Amikacin	Mycobacterium avium ATCC 700898	0.125	0
Amikacin	Mycobacterium intracellulare	0.125	0
Amikacin	Mycobacterium tuberculosis	0.125	2
Amikacin	Mycobacterium tuberculosis 7H9	0.125	189
Amikacin	Nocardia abscessus	0.125	4
Amikacin	Nocardia cyriacigeorgica	0.125	0
Amikacin	Plesiomonas shigelloides	0.125	0
Amikacin	Proteus mirabilis	0.125	0
Amikacin	Proteus vulgaris	0.125	0
Amikacin	Pseudomonas aeruginosa	0.125	0
Amikacin	Pseudomonas aeruginosa ATCC 27853	0.125	0
Amikacin	Pseudomonas putida group	0.125	0
Amikacin	Pseudomonas stutzeri group	0.125	0
Amikacin	Salmonella enterica	0.125	0
Amikacin	Serratia marcescens	0.125	0
Amikacin	Staphylococcus aureus	0.125	0
Amikacin	Staphylococcus capitis	0.125	0
Amikacin	Staphylococcus epidermidis	0.125	0
Amikacin	Staphylococcus haemolyticus	0.125	0
Amikacin	Staphylococcus hominis	0.125	0
Amikacin	Staphylococcus warneri	0.125	0
Amikacin	Yersinia enterocolitica	0.125	0
Amikacin	Acinetobacter baumannii	0.25	3
Amikacin	Acinetobacter pittii	0.25	0
Amikacin	Aeromonas caviae	0.25	0
Amikacin	Aeromonas hydrophila	0.25	0
Amikacin	Aeromonas veronii	0.25	0
Amikacin	Alcaligenes faecalis	0.25	0
Amikacin	Chryseobacterium spp	0.25	0
Amikacin	Citrobacter amalonaticus	0.25	0
Amikacin	Citrobacter braakii	0.25	0
Amikacin	Citrobacter freundii	0.25	1
Amikacin	Citrobacter koseri	0.25	0
Amikacin	Enterobacter amnigenus	0.25	0
Amikacin	Enterobacter asburiae	0.25	0
Amikacin	Enterobacter cloacae	0.25	70
Amikacin	Enterobacter sakazakii	0.25	0
Amikacin	Enterococcus faecalis	0.25	0
Amikacin	Enterococcus faecium	0.25	0
Amikacin	Escherichia coli	0.25	28
Amikacin	Escherichia coli ATCC 25922	0.25	0
Amikacin	Escherichia coli NCTC 13846	0.25	0
Amikacin	Haemophilus influenzae	0.25	0
Amikacin	Klebsiella aerogenes	0.25	4
Amikacin	Klebsiella oxytoca	0.25	6
Amikacin	Klebsiella ozaenae	0.25	0
Amikacin	Klebsiella pneumoniae	0.25	14
Amikacin	Lactobacillus reuteri	0.25	0
Amikacin	Morganella morganii	0.25	6
Amikacin	Mycobacterium abscessus	0.25	0
Amikacin	Mycobacterium avium	0.25	0
Amikacin	Mycobacterium avium ATCC 700898	0.25	0
Amikacin	Mycobacterium intracellulare	0.25	0
Amikacin	Mycobacterium tuberculosis	0.25	7
Amikacin	Mycobacterium tuberculosis 7H9	0.25	416
Amikacin	Nocardia abscessus	0.25	13
Amikacin	Nocardia cyriacigeorgica	0.25	2
Amikacin	Plesiomonas shigelloides	0.25	0
Amikacin	Proteus mirabilis	0.25	9
Amikacin	Proteus vulgaris	0.25	8
Amikacin	Pseudomonas aeruginosa	0.25	92
Amikacin	Pseudomonas aeruginosa ATCC 27853	0.25	0
Amikacin	Pseudomonas putida group	0.25	23
Amikacin	Pseudomonas stutzeri group	0.25	0
Amikacin	Salmonella enterica	0.25	1
Amikacin	Serratia marcescens	0.25	2
Amikacin	Staphylococcus aureus	0.25	37
Amikacin	Staphylococcus capitis	0.25	39
Amikacin	Staphylococcus epidermidis	0.25	40
Amikacin	Staphylococcus haemolyticus	0.25	4
Amikacin	Staphylococcus hominis	0.25	10
Amikacin	Staphylococcus warneri	0.25	5
Amikacin	Yersinia enterocolitica	0.25	12
Amikacin	Acinetobacter baumannii	0.5	45
Amikacin	Acinetobacter pittii	0.5	0
Amikacin	Aeromonas caviae	0.5	2
Amikacin	Aeromonas hydrophila	0.5	4
Amikacin	Aeromonas veronii	0.5	2
Amikacin	Alcaligenes faecalis	0.5	0
Amikacin	Chryseobacterium spp	0.5	0
Amikacin	Citrobacter amalonaticus	0.5	1
Amikacin	Citrobacter braakii	0.5	0
Amikacin	Citrobacter freundii	0.5	28
Amikacin	Citrobacter koseri	0.5	68
Amikacin	Enterobacter amnigenus	0.5	1
Amikacin	Enterobacter asburiae	0.5	0
Amikacin	Enterobacter cloacae	0.5	425
Amikacin	Enterobacter sakazakii	0.5	0
Amikacin	Enterococcus faecalis	0.5	0
Amikacin	Enterococcus faecium	0.5	0
Amikacin	Escherichia coli	0.5	329
Amikacin	Escherichia coli ATCC 25922	0.5	0
Amikacin	Escherichia coli NCTC 13846	0.5	0
Amikacin	Haemophilus influenzae	0.5	5
Amikacin	Klebsiella aerogenes	0.5	25
Amikacin	Klebsiella oxytoca	0.5	65
Amikacin	Klebsiella ozaenae	0.5	6
Amikacin	Klebsiella pneumoniae	0.5	373
Amikacin	Lactobacillus reuteri	0.5	0
Amikacin	Morganella morganii	0.5	26
Amikacin	Mycobacterium abscessus	0.5	0
Amikacin	Mycobacterium avium	0.5	0
Amikacin	Mycobacterium avium ATCC 700898	0.5	0
Amikacin	Mycobacterium intracellulare	0.5	0
Amikacin	Mycobacterium tuberculosis	0.5	58
Amikacin	Mycobacterium tuberculosis 7H9	0.5	1485
Amikacin	Nocardia abscessus	0.5	1
Amikacin	Nocardia cyriacigeorgica	0.5	15
Amikacin	Plesiomonas shigelloides	0.5	0
Amikacin	Proteus mirabilis	0.5	56
Amikacin	Proteus vulgaris	0.5	35
Amikacin	Pseudomonas aeruginosa	0.5	318
Amikacin	Pseudomonas aeruginosa ATCC 27853	0.5	0
Amikacin	Pseudomonas putida group	0.5	24
Amikacin	Pseudomonas stutzeri group	0.5	5
Amikacin	Salmonella enterica	0.5	2358
Amikacin	Serratia marcescens	0.5	4
Amikacin	Staphylococcus aureus	0.5	101
Amikacin	Staphylococcus capitis	0.5	59
Amikacin	Staphylococcus epidermidis	0.5	314
Amikacin	Staphylococcus haemolyticus	0.5	4
Amikacin	Staphylococcus hominis	0.5	63
Amikacin	Staphylococcus warneri	0.5	16
Amikacin	Yersinia enterocolitica	0.5	26
Amikacin	Acinetobacter baumannii	1	294
Amikacin	Acinetobacter pittii	1	4
Amikacin	Aeromonas caviae	1	11
Amikacin	Aeromonas hydrophila	1	5
Amikacin	Aeromonas veronii	1	2
Amikacin	Alcaligenes faecalis	1	0
Amikacin	Chryseobacterium spp	1	0
Amikacin	Citrobacter amalonaticus	1	6
Amikacin	Citrobacter braakii	1	9
Amikacin	Citrobacter freundii	1	371
Amikacin	Citrobacter koseri	1	240
Amikacin	Enterobacter amnigenus	1	10
Amikacin	Enterobacter asburiae	1	6
Amikacin	Enterobacter cloacae	1	2108
Amikacin	Enterobacter sakazakii	1	19
Amikacin	Enterococcus faecalis	1	0
Amikacin	Enterococcus faecium	1	0
Amikacin	Escherichia coli	1	4723
Amikacin	Escherichia coli ATCC 25922	1	10
Amikacin	Escherichia coli NCTC 13846	1	14
Amikacin	Haemophilus influenzae	1	7
Amikacin	Klebsiella aerogenes	1	426
Amikacin	Klebsiella oxytoca	1	1156
Amikacin	Klebsiella ozaenae	1	8
Amikacin	Klebsiella pneumoniae	1	5348
Amikacin	Lactobacillus reuteri	1	0
Amikacin	Morganella morganii	1	109
Amikacin	Mycobacterium abscessus	1	2
Amikacin	Mycobacterium avium	1	5
Amikacin	Mycobacterium avium ATCC 700898	1	0
Amikacin	Mycobacterium intracellulare	1	12
Amikacin	Mycobacterium tuberculosis	1	103
Amikacin	Mycobacterium tuberculosis 7H9	1	1641
Amikacin	Nocardia abscessus	1	0
Amikacin	Nocardia cyriacigeorgica	1	18
Amikacin	Plesiomonas shigelloides	1	0
Amikacin	Proteus mirabilis	1	418
Amikacin	Proteus vulgaris	1	118
Amikacin	Pseudomonas aeruginosa	1	917
Amikacin	Pseudomonas aeruginosa ATCC 27853	1	2
Amikacin	Pseudomonas putida group	1	28
Amikacin	Pseudomonas stutzeri group	1	13
Amikacin	Salmonella enterica	1	9523
Amikacin	Serratia marcescens	1	74
Amikacin	Staphylococcus aureus	1	349
Amikacin	Staphylococcus capitis	1	34
Amikacin	Staphylococcus epidermidis	1	494
Amikacin	Staphylococcus haemolyticus	1	7
Amikacin	Staphylococcus hominis	1	47
Amikacin	Staphylococcus warneri	1	28
Amikacin	Yersinia enterocolitica	1	53
Amikacin	Acinetobacter baumannii	2	690
Amikacin	Acinetobacter pittii	2	20
Amikacin	Aeromonas caviae	2	13
Amikacin	Aeromonas hydrophila	2	27
Amikacin	Aeromonas veronii	2	9
Amikacin	Alcaligenes faecalis	2	1
Amikacin	Chryseobacterium spp	2	0
Amikacin	Citrobacter amalonaticus	2	18
Amikacin	Citrobacter braakii	2	20
Amikacin	Citrobacter freundii	2	617
Amikacin	Citrobacter koseri	2	164
Amikacin	Enterobacter amnigenus	2	7
Amikacin	Enterobacter asburiae	2	10
Amikacin	Enterobacter cloacae	2	3095
Amikacin	Enterobacter sakazakii	2	27
Amikacin	Enterococcus faecalis	2	1
Amikacin	Enterococcus faecium	2	0
Amikacin	Escherichia coli	2	15660
Amikacin	Escherichia coli ATCC 25922	2	66
Amikacin	Escherichia coli NCTC 13846	2	67
Amikacin	Haemophilus influenzae	2	184
Amikacin	Klebsiella aerogenes	2	1101
Amikacin	Klebsiella oxytoca	2	1454
Amikacin	Klebsiella ozaenae	2	7
Amikacin	Klebsiella pneumoniae	2	4478
Amikacin	Lactobacillus reuteri	2	0
Amikacin	Morganella morganii	2	120
Amikacin	Mycobacterium abscessus	2	8
Amikacin	Mycobacterium avium	2	9
Amikacin	Mycobacterium avium ATCC 700898	2	6
Amikacin	Mycobacterium intracellulare	2	19
Amikacin	Mycobacterium tuberculosis	2	24
Amikacin	Mycobacterium tuberculosis 7H9	2	269
Amikacin	Nocardia abscessus	2	0
Amikacin	Nocardia cyriacigeorgica	2	4
Amikacin	Plesiomonas shigelloides	2	0
Amikacin	Proteus mirabilis	2	1453
Amikacin	Proteus vulgaris	2	109
Amikacin	Pseudomonas aeruginosa	2	5395
Amikacin	Pseudomonas aeruginosa ATCC 27853	2	105
Amikacin	Pseudomonas putida group	2	9
Amikacin	Pseudomonas stutzeri group	2	8
Amikacin	Salmonella enterica	2	3498
Amikacin	Serratia marcescens	2	319
Amikacin	Staphylococcus aureus	2	1873
Amikacin	Staphylococcus capitis	2	6
Amikacin	Staphylococcus epidermidis	2	288
Amikacin	Staphylococcus haemolyticus	2	24
Amikacin	Staphylococcus hominis	2	101
Amikacin	Staphylococcus warneri	2	10
Amikacin	Yersinia enterocolitica	2	60
Amikacin	Acinetobacter baumannii	4	517
Amikacin	Acinetobacter pittii	4	10
Amikacin	Aeromonas caviae	4	5
Amikacin	Aeromonas hydrophila	4	11
Amikacin	Aeromonas veronii	4	7
Amikacin	Alcaligenes faecalis	4	15
Amikacin	Chryseobacterium spp	4	0
Amikacin	Citrobacter amalonaticus	4	5
Amikacin	Citrobacter braakii	4	4
Amikacin	Citrobacter freundii	4	139
Amikacin	Citrobacter koseri	4	27
Amikacin	Enterobacter amnigenus	4	3
Amikacin	Enterobacter asburiae	4	5
Amikacin	Enterobacter cloacae	4	475
Amikacin	Enterobacter sakazakii	4	2
Amikacin	Enterococcus faecalis	4	1
Amikacin	Enterococcus faecium	4	1
Amikacin	Escherichia coli	4	6316
Amikacin	Escherichia coli ATCC 25922	4	11
Amikacin	Escherichia coli NCTC 13846	4	32
Amikacin	Haemophilus influenzae	4	670
Amikacin	Klebsiella aerogenes	4	396
Amikacin	Klebsiella oxytoca	4	385
Amikacin	Klebsiella ozaenae	4	2
Amikacin	Klebsiella pneumoniae	4	566
Amikacin	Lactobacillus reuteri	4	1
Amikacin	Morganella morganii	4	53
Amikacin	Mycobacterium abscessus	4	68
Amikacin	Mycobacterium avium	4	65
Amikacin	Mycobacterium avium ATCC 700898	4	36
Amikacin	Mycobacterium intracellulare	4	63
Amikacin	Mycobacterium tuberculosis	4	6
Amikacin	Mycobacterium tuberculosis 7H9	4	135
